Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
f,25/07/1993,70.6,icse,2010,58.5,state board,2,B.Tech/B.E.,information technology,75,0,Orissa,2014,640,505,405,0.911395278,345,-1,500,-1,-1,-1,-1,1.1336,1.3779,0.7785,-1.8824,-0.6692,200000
m,15/01/1990,55.5,state board,2007,52.5,state board,2,MCA,computer application,72.8,0,Uttar Pradesh,2013,415,495,445,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.3027,-0.6201,-0.1437,0.9066,-1.6273,200000
m,08/07/1994,68.8,state board,2012,86,cbse,2,B.Tech/B.E.,computer engineering,76.05,0,Punjab,2014,570,535,590,0.978799293,515,-1,561,-1,-1,-1,-1,-1.5953,0.2124,-1.0659,-0.4879,-0.6692,305000
m,24/07/1992,82.6,cbse,2010,81.4,cbse,1,B.Tech/B.E.,electronics and communication engineering,80.22,1,Delhi,2014,640,570,840,0.783303537,-1,388,-1,-1,-1,340,-1,0.2718,-0.1206,-0.7585,-0.8682,-1.6273,350000
m,01/02/1992,69.6,bseb,2008,71.4,bseb,2,B.Tech/B.E.,computer engineering,77,0,Orissa,2012,485,415,575,0.925645767,-1,-1,-1,-1,-1,-1,-1,-0.4173,0.6568,-0.7794,1.7074,0.1864,95000
m,19/11/1989,83.2,cbse,2007,61.4,cbse,2,B.Tech/B.E.,mechanical engineering,58,0,Karnataka,2012,515,445,565,0.206710618,-1,-1,-1,313,-1,-1,-1,-1.1901,0.6568,0.2366,-0.2902,-0.2875,305000
m,12/06/1991,81.6,cbse,2010,65,cbse,2,B.Tech/B.E.,electronics and communication engineering,75,1,West Bengal,2014,665,480,560,0.053160305,495,196,-1,-1,-1,-1,-1,-0.0415,0.3123,0.4711,-0.7415,-0.6692,325000
f,06/11/1992,90,state board,2010,90,state board,2,B.Tech/B.E.,electrical engineering,74.36,0,Andhra Pradesh,2014,595,495,510,0.792936278,315,-1,-1,-1,484,-1,-1,1.2772,1.5444,2.1617,-0.1076,0.8637,305000
m,12/11/1989,73,up,2006,66.8,up,2,B.Tech/B.E.,information technology,69.98,0,Uttar Pradesh,2011,345,365,515,0.930370607,565,-1,-1,-1,-1,-1,-1,1.592,-1.2153,-0.344,-1.5828,1.4502,200000
m,24/03/1991,88,icse,2009,75,cbse,2,B.Tech/B.E.,information science engineering,70,1,Karnataka,2013,595,625,585,0.622642916,495,-1,407,-1,-1,-1,-1,-0.4463,0.2124,0.3174,-1.3753,-1.0524,350000
m,21/12/1985,89.4,icse,2005,91.3,andhra pradesh board of secondary education,1,B.Tech/B.E.,mechanical engineering,78.2,0,Jharkhand,2010,405,435,705,0.755375121,465,-1,-1,446,-1,-1,-1,0.2009,0.0328,0.2366,-0.8778,0.1864,850000
m,05/12/1987,61.63,0,2009,53.17,0,2,B.Tech/B.E.,computer engineering,60,1,Maharashtra,2012,485,415,215,0.450876584,395,-1,-1,-1,-1,-1,-1,-0.7264,0.1888,-0.7794,-0.7603,0.3049,280000
m,18/12/1990,84.4,0,2007,84.4,0,2,B.Tech/B.E.,mechanical engineering,88.6,0,Karnataka,2012,515,425,535,0.958682017,-1,-1,-1,538,-1,-1,-1,1.592,0.3448,-0.9245,-1.5828,-0.643,440000
m,29/08/1992,87.8,state board,2009,91.25,state board,2,B.Tech/B.E.,computer engineering,78.9,1,Tamil Nadu,2013,590,495,545,0.450876584,395,-1,-1,-1,-1,-1,-1,1.4208,0.8784,0.6248,-0.6147,0.6721,300000
f,31/03/1991,95.52,karnataka secondary education examination board,2009,94.33,"department of pre-university education, bangalore",2,B.Tech/B.E.,information technology,83.63,1,Karnataka,2013,580,620,620,0.968237496,605,-1,-1,-1,-1,-1,-1,0.2718,1.0449,0.1637,-0.6147,0.6721,275000
m,06/02/1987,67,0,2007,67,0,2,B.Tech/B.E.,computer engineering,52,1,Maharashtra,2011,445,455,375,0.488347977,405,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,0.5269,0.6498,-0.4455,85000
m,12/08/1986,79.6,jharkhand secondary examination board (ranchi),2004,72.8,jharkhand acamedic council (ranchi),2,B.Tech/B.E.,mechanical engineering,75.2,0,Orissa,2010,475,565,645,0.971663491,325,-1,-1,553,-1,-1,-1,-0.2628,0.0328,1.1074,-0.1727,0.3444,395000
m,15/01/1993,70,cbse,2009,81,cbse,2,B.Tech/B.E.,computer science & engineering,76.2,0,Punjab,2014,465,605,650,0.953899775,525,-1,530,-1,-1,-1,-1,-2.1698,0.2124,-0.4511,-0.8682,0.2889,290000
f,12/12/1992,85.6,state board,2010,87.8,state board,2,B.Tech/B.E.,computer science & engineering,72.3,1,Telangana,2014,570,605,415,0.563267824,425,-1,-1,-1,-1,-1,-1,1.2772,1.3779,1.3933,-1.3753,0.2889,325000
f,24/04/1993,71,state board,2009,64,state board,2,B.Tech/B.E.,information technology,73.4,1,Rajasthan,2013,490,400,500,0.356536488,365,-1,346,-1,-1,-1,-1,1.2772,0.3789,0.7785,-0.995,0.0973,210000
m,28/10/1989,82,cbse,2008,70,cbse,2,B.Tech/B.E.,industrial engineering,82.7,0,Tamil Nadu,2013,485,655,495,-1,525,-1,-1,-1,-1,-1,-1,0.99,1.3779,1.2396,-0.2344,-0.2859,390000
m,31/03/1991,62,up,2006,59,up,2,B.Tech/B.E.,electronics and communication engineering,65.16,0,Uttar Pradesh,2012,375,435,455,0.910770164,285,433,-1,-1,-1,-1,-1,0.3941,-0.9033,-1.5051,-0.9659,-1.2354,180000
m,29/07/1990,80,ssc,2008,90,board of intermediate,2,B.Tech/B.E.,computer engineering,71.8,1,Telangana,2012,495,425,575,0.765673581,485,-1,-1,-1,-1,-1,-1,1.592,1.5928,0.8171,0.5323,0.0679,1300000
m,25/01/1992,90.08,state board,2009,83.62,state board,2,B.Tech/B.E.,electronics and communication engineering,62.71,0,Karnataka,2013,560,520,370,0.649389715,445,356,-1,-1,-1,-1,-1,-0.5899,0.5454,0.6248,0.2727,0.8637,250000
m,26/03/1991,77,state board,2009,76,state board,2,B.Tech/B.E.,computer science & engineering,67.22,0,Madhya Pradesh,2013,545,500,515,0.563267824,425,-1,-1,-1,-1,-1,-1,-1.0208,-1.4526,-1.0659,-0.2344,-1.4356,120000
f,01/06/1990,75,bihar board,2008,74,cbse,2,B.Tech/B.E.,electronics & instrumentation eng,88,1,Tamil Nadu,2012,575,515,465,0.538386893,405,333,315,-1,-1,-1,-1,-0.5899,-0.1206,0.9322,0.3995,-0.4776,200000
m,09/02/1991,65,cbse,2009,64,cbse,2,B.Tech/B.E.,information technology,79,0,Uttarakhand,2013,465,545,385,0.450876584,395,-1,-1,-1,-1,-1,-1,-1.0355,-0.9033,-1.0334,1.5899,-0.7615,150000
m,10/05/1992,95.54,state board,2010,90,state board,1,B.Tech/B.E.,civil engineering,59,1,Maharashtra,2014,465,610,530,0.255778194,355,-1,-1,-1,-1,-1,292,-1.0208,-0.6201,0.6248,1.1601,-0.2859,345000
m,07/07/1990,82,0,2007,53,0,2,B.Tech/B.E.,mechanical engineering,71,0,Orissa,2012,275,395,555,0.490636956,-1,-1,-1,383,-1,-1,-1,0.0464,-1.7223,-0.4891,-0.5253,-2.6572,320000
m,07/05/1990,67.7,state board,2007,56.3,state board,2,B.Tech/B.E.,computer science & engineering,81.7,0,Orissa,2013,360,565,570,0.911395278,575,-1,500,-1,-1,-1,-1,-0.0154,-0.2871,-0.1437,-1.6289,-0.6692,450000
m,03/07/1990,84.4,cbse,2007,82.2,cbse,2,B.Tech/B.E.,electronics and communication engineering,71.1,0,Uttar Pradesh,2011,554,605,525,0.538386893,-1,333,-1,-1,-1,500,-1,-0.7264,0.5008,0.8171,-0.1727,0.1864,340000
m,19/01/1992,91.68,state board,2009,69.16,state board,2,B.Tech/B.E.,information technology,66,1,Karnataka,2013,555,610,590,0.987207086,645,-1,-1,-1,-1,-1,-1,-0.5899,0.0459,0.7785,-0.995,-0.0943,350000
f,13/02/1988,80.64,0,2006,71.66,0,2,B.Tech/B.E.,information technology,69.03,1,Karnataka,2010,445,395,415,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,-1.3599,-0.2902,-0.2875,400000
m,27/11/1991,90.8,cbse,2009,82.2,cbse,2,B.Tech/B.E.,mechanical engineering,75,0,Haryana,2013,580,545,530,0.755375121,-1,-1,-1,446,-1,-1,-1,0.1282,0.5454,1.547,-0.7415,0.4805,390000
f,25/08/1990,74.6,stateboard,2008,83.75,stateboard,2,B.Tech/B.E.,computer engineering,70,1,Tamil Nadu,2012,325,375,335,0.276047228,345,-1,-1,-1,-1,-1,-1,-0.1082,0.0328,-0.7794,-0.2902,0.0679,325000
m,21/09/1992,69,state board,2010,76,state board,2,B.Tech/B.E.,mechanical engineering,7.56,0,Madhya Pradesh,2014,380,475,605,0.755375121,-1,-1,-1,446,-1,-1,-1,1.9953,-0.9531,-1.6807,-0.8682,-0.8608,180000
m,19/11/1991,72,cbse,2009,54,cbse,2,B.Tech/B.E.,computer science & engineering,64,0,Uttar Pradesh,2014,335,535,400,0.486747008,395,-1,376,-1,-1,-1,-1,-1.1644,-0.2871,0.6248,0.1459,-0.0943,145000
m,23/07/1990,56,up,2006,65,up,2,B.Tech/B.E.,electronics and communication engineering,67.2,0,Uttar Pradesh,2013,495,464,554,0.824666401,-1,400,-1,-1,-1,-1,-1,0.8192,-0.2012,-0.7068,0.1798,-0.6035,120000
f,19/02/1990,84.3,"board ofsecondary education,ap",2007,95.8,"board of intermediate education,ap",2,B.Tech/B.E.,computer engineering,78,0,Andhra Pradesh,2011,515,585,525,0.635978756,445,-1,-1,-1,-1,-1,-1,0.9737,0.8128,0.5269,1.3549,-0.4455,420000
m,03/05/1987,85,state board,2005,60.5,state board,2,B.Tech/B.E.,electronics and electrical engineering,63.1,0,Tamil Nadu,2012,305,355,415,0.229481755,185,266,-1,-1,-1,-1,-1,-0.7264,-1.4883,-0.4891,1.3549,-0.4455,130000
f,17/07/1991,92.2,cbse,2009,81.8,cbse,1,B.Tech/B.E.,instrumentation and control engineering,85.5,0,Punjab,2013,580,655,750,0.694479328,435,366,-1,-1,-1,-1,-1,0.1282,0.3789,0.4711,-1.3753,1.0554,700000
m,27/07/1992,91.17,state board,2009,87.2,state board,2,B.Tech/B.E.,information technology,68.5,1,Telangana,2013,555,605,735,0.765673581,485,-1,-1,-1,-1,-1,-1,1.1336,0.8784,0.4711,-1.3753,-0.4776,310000
m,23/03/1993,89.5,state board,2010,93.9,state board,2,B.Tech/B.E.,computer science & engineering,75.67,0,Andhra Pradesh,2014,535,625,645,0.622642916,595,-1,407,-1,-1,-1,-1,-0.159,-1.2861,-0.9122,0.0192,-1.244,145000
m,25/01/1992,78,icse,2009,69,icse,2,B.Tech/B.E.,computer science & engineering,70,0,West Bengal,2013,650,545,620,0.744758354,545,-1,438,-1,-1,-1,-1,0.99,-0.1206,0.01,-0.6147,1.0554,370000
m,12/09/1990,79.5,icse,2008,78,icse,2,B.Tech/B.E.,electronics and communication engineering,81.3,0,Uttar Pradesh,2013,570,520,445,0.538386893,-1,333,-1,-1,-1,-1,-1,-1.4517,-0.7866,-0.1437,0.9066,0.6721,360000
f,10/12/1991,94.8,icse,2010,93,icse,2,B.Tech/B.E.,information technology,74.3,0,Uttar Pradesh,2014,650,555,500,0.765673581,485,-1,-1,-1,-1,-1,-1,0.1282,0.2124,-0.6048,1.5404,0.2889,340000
m,15/07/1989,72,cbse,2007,69,cbse,1,B.Tech/B.E.,electronics and electrical engineering,70,1,Delhi,2011,555,365,565,0.008154775,-1,133,-1,-1,-1,-1,-1,0.2009,-2.6193,-2.3759,-0.0552,0.1864,120000
f,18/12/1991,66.2,cbse,2009,65.4,cbse,2,B.Tech/B.E.,information technology,74.68,0,Madhya Pradesh,2013,555,554,565,0.488347977,405,-1,-1,-1,-1,-1,-1,0.8463,-0.2871,0.7785,1.4136,0.6721,300000
f,26/04/1989,95.4,cbse,2007,93.2,cbse,2,B.Tech/B.E.,computer engineering,79.7,0,Uttar Pradesh,2011,585,625,615,0.983749967,635,-1,-1,-1,-1,-1,-1,-0.7264,0.6568,0.0914,-0.2902,0.3444,500000
m,01/03/1993,88.6,state board,2010,92,state board,2,B.Tech/B.E.,computer science & engineering,73,0,Andhra Pradesh,2014,875,510,500,0.744758354,485,-1,438,-1,-1,-1,-1,-0.0154,0.3789,0.1637,0.0192,0.2889,305000
m,25/08/1988,88.64,karnataka board,2006,65.16,karnataka board,2,B.Tech/B.E.,computer engineering,74.81,1,Karnataka,2011,435,485,465,0.864685413,525,-1,-1,-1,-1,-1,-1,1.2266,-0.4778,-0.344,-0.1727,-1.8386,530000
m,07/12/1992,68,state board,2010,56,state board,2,B.Tech/B.E.,electrical engineering,68.4,0,Rajasthan,2014,500,350,400,0.557389506,315,228,-1,-1,420,-1,-1,-1.5953,-1.1196,0.7785,0.5262,-1.0524,240000
m,12/09/1990,79,up board,2007,83.4,up board,2,B.Tech/B.E.,computer engineering,73.3,0,Uttar Pradesh,2012,425,515,595,0.600057182,435,-1,-1,-1,-1,-1,-1,1.4374,0.9688,0.8171,0.4442,0.9763,150000
f,27/05/1989,84.6,0,2006,81,0,2,B.Tech/B.E.,electronics and communication engineering,73.9,0,Tamil Nadu,2010,435,525,475,0.824666401,345,400,-1,-1,-1,-1,-1,0.6646,0.0328,0.0914,0.0623,0.0284,520000
m,15/07/1991,72,cbse,2009,60,cbse,2,B.Tech/B.E.,electronics engineering,62.5,0,Maharashtra,2013,560,370,370,0.649389715,-1,356,346,-1,-1,-1,-1,0.2718,0.3789,0.1637,-0.8682,-0.6692,110000
m,31/07/1991,84,icse,2009,87,icse,2,B.Tech/B.E.,computer science & engineering,78.5,1,Karnataka,2013,780,630,650,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.7335,0.2124,-0.2974,0.1459,-0.8608,600000
m,03/06/1992,79.2,state board,2009,89.33,state board,2,B.Tech/B.E.,electrical engineering,77,0,Tamil Nadu,2013,380,400,470,0.610611988,395,-1,-1,-1,433,-1,-1,-1.0208,-0.7866,-1.0659,-0.3612,-2.5853,40000
m,26/08/1992,78.2,cbse,2010,86.8,"board of intermediate education, ap",2,B.Tech/B.E.,electronics & telecommunications,70,0,Andhra Pradesh,2014,665,655,680,0.649389715,-1,356,-1,-1,-1,356,-1,-0.159,0.8784,0.4711,-0.1076,0.4805,570000
f,01/07/1992,86,state board,2010,88,state board,2,B.Tech/B.E.,computer science and technology,73,0,Andhra Pradesh,2014,405,350,310,0.144789889,355,-1,284,-1,-1,-1,-1,-0.7335,0.3789,1.3933,1.2869,1.4386,220000
m,02/06/1990,68.5,board of secondary education,2007,85.2,board of intermediate education,2,B.Tech/B.E.,information technology,73.4,0,Andhra Pradesh,2011,575,425,425,0.843123727,515,-1,-1,-1,-1,-1,-1,-1.1901,-2.1513,-0.1988,0.8848,-1.5513,290000
m,05/12/1991,84,cbse,2009,84,cbse,2,B.Tech/B.E.,computer science & engineering,67,0,Uttar Pradesh,2014,665,530,560,0.953899775,535,-1,530,-1,-1,-1,-1,-0.8772,0.2124,-0.1437,-0.1076,0.8637,320000
m,16/06/1993,86.5,state board,2010,91,state board,2,B.Tech/B.E.,electronics and communication engineering,72.85,0,Andhra Pradesh,2014,465,540,485,-1,375,-1,-1,-1,-1,-1,-1,0.7419,-0.0873,-0.7585,0.1459,0.7941,180000
m,10/01/1993,68,state board,2009,65.6,state board,2,B.Tech/B.E.,computer science & engineering,63.33,0,Uttar Pradesh,2014,420,530,380,0.622642916,485,-1,407,-1,-1,-1,-1,-0.0154,-0.7866,-1.0659,-1.6289,-1.0524,95000
m,01/07/1990,65.17,state board,2008,66.2,state board,2,B.Tech/B.E.,information technology,74.78,0,Uttar Pradesh,2013,510,595,605,0.911395278,545,-1,500,-1,-1,-1,-1,-0.4463,-0.2871,0.4711,-1.6289,0.0973,95000
m,09/02/1989,51.83,state board,2006,58,state board,2,MCA,computer application,68,0,Uttarakhand,2013,335,450,650,0.843123727,515,-1,-1,-1,-1,-1,-1,-0.3027,-0.4536,-0.7585,0.2727,0.0973,240000
m,07/10/1986,76,icse,2004,78,icse,2,B.Tech/B.E.,mechanical engineering,64.25,0,Uttar Pradesh,2010,545,445,535,-1,335,-1,-1,-1,-1,-1,-1,-1.6538,-1.3713,0.0914,0.8848,-1.3934,320000
m,23/07/1988,83,ssc,2005,88,board of intermediate,2,MCA,computer application,82,1,Telangana,2011,535,505,515,0.987207086,645,-1,-1,-1,-1,-1,-1,0.6646,0.1888,-0.0537,-0.6428,-0.2875,495000
m,31/10/1989,75.3,matric board,2008,73.6,state board,2,B.Tech/B.E.,information technology,65.6,0,Tamil Nadu,2012,615,535,495,0.704090412,465,-1,-1,-1,-1,-1,-1,0.7419,0.9688,-0.0537,-0.2609,0.1864,355000
m,17/06/1992,86.2,cbse,2010,82,cbse,1,B.Tech/B.E.,electronics and electrical engineering,78.9,1,Delhi,2014,640,535,545,0.557389506,385,-1,-1,-1,420,-1,-1,-1.7389,-1.6191,-1.9881,0.653,-1.6273,300000
m,10/10/1990,80,state board,2008,79.3,state board,2,B.Tech/B.E.,computer science & engineering,65.7,0,Telangana,2012,570,675,485,0.23780284,515,-1,315,-1,-1,-1,-1,0.1282,-0.4536,1.3933,-0.6147,-0.8608,200000
m,09/03/1992,85.2,icse,2010,81.5,icse,2,B.Tech/B.E.,computer science & engineering,57.64,0,Uttar Pradesh,2014,545,385,485,0.600057182,435,-1,-1,-1,-1,-1,-1,1.1336,0.3789,1.0859,0.653,0.2889,400000
m,14/07/1991,89.9,state board,2009,84.5,state board,2,B.Tech/B.E.,electronics and communication engineering,68,0,Karnataka,2013,675,485,485,-1,455,-1,-1,-1,-1,-1,-1,1.2772,0.8784,0.4711,-0.7415,0.4805,360000
f,11/02/1989,73,cbse,2006,74,cbse,2,MCA,computer application,78,0,Haryana,2013,285,560,545,0.81941653,505,-1,-1,-1,-1,-1,-1,0.5591,-0.1206,-0.7585,-0.7415,0.0973,300000
f,07/12/1990,81.4,cbse,2008,83.6,cbse,2,B.Tech/B.E.,information technology,73,0,Haryana,2012,505,515,515,0.635978756,445,-1,-1,-1,-1,-1,-1,-2.5811,0.9688,-0.9245,0.5323,-0.0506,450000
m,01/12/1989,84.93,state board,2008,81.5,state board,2,B.Tech/B.E.,information technology,65.18,0,Maharashtra,2012,640,520,465,-1,-1,-1,-1,-1,-1,-1,-1,-0.7335,1.2114,0.3174,-0.6147,0.6721,105000
m,03/11/1990,92.3,cbse,2009,87.4,cbse,2,B.Tech/B.E.,information technology,81.89,0,Uttarakhand,2013,345,470,485,0.600057182,435,-1,-1,-1,-1,-1,-1,0.2782,0.5008,-1.0697,0.5323,0.1864,290000
m,06/03/1990,83,national public school,2007,90,jawahar higher secondary school,2,B.Tech/B.E.,electronics and communication engineering,68,1,Tamil Nadu,2011,505,425,465,0.538386893,-1,333,-1,-1,-1,340,-1,-0.4173,-1.3713,0.3817,2.1774,0.0284,280000
f,11/07/1993,90.76,state board,2010,92.5,state board,2,B.Tech/B.E.,information technology,75.5,0,Maharashtra,2014,570,475,590,0.842248322,535,-1,469,-1,-1,-1,-1,1.1336,0.5454,0.1637,-2.0092,-0.2859,325000
m,16/04/1992,84,state board,2009,86,state board,2,B.Tech/B.E.,electronics and communication engineering,65.59,0,Andhra Pradesh,2013,560,595,680,0.155908503,385,-1,-1,-1,-1,260,-1,1.1336,0.0459,-0.1437,-1.6289,-0.6692,335000
m,21/05/1992,73.6,cbse,2009,78.3,cbse,1,B.Tech/B.E.,electronics and communication engineering,74.4,1,Delhi,2014,605,570,620,0.338786347,505,292,-1,-1,-1,-1,-1,-1.308,-0.1206,-0.1437,0.2727,1.0554,325000
m,10/05/1991,82.6,cbse,2009,76,cbse,2,B.Tech/B.E.,information technology,69.43,0,Madhya Pradesh,2013,370,385,385,0.765673581,485,-1,-1,-1,-1,-1,-1,1.2772,-0.2871,-0.6048,-1.7556,-0.0943,300000
m,09/02/1993,80.4,state board,2010,60.2,state board,2,B.Tech/B.E.,electronics and communication engineering,81,0,West Bengal,2014,370,335,565,0.649389715,625,356,376,-1,-1,-1,-1,1.8517,0.0459,0.4711,0.2727,1.247,210000
m,18/07/1987,67.7,up board,2005,78.2,up board,2,B.Tech/B.E.,information technology,71,0,Uttar Pradesh,2011,515,475,485,0.765673581,485,-1,-1,-1,-1,-1,-1,0.51,0.8128,1.8331,0.1798,0.8183,500000
m,02/04/1992,81,cbse,2010,68,cbse,2,B.Tech/B.E.,computer science & engineering,63.4,0,Uttar Pradesh,2014,570,435,265,0.744758354,365,-1,438,-1,-1,-1,-1,-1.8825,-1.1196,-0.4511,0.0192,-0.8608,180000
f,18/11/1992,91.33,state board,2009,94.7,state board,2,B.Tech/B.E.,electronics and communication engineering,81.11,0,Andhra Pradesh,2013,475,425,515,0.868736585,445,-1,-1,-1,-1,420,-1,-1.0208,-1.2861,-1.0659,-0.995,-0.6692,300000
m,03/05/1992,78,maharashtra state board,2009,83,maharashtra state board,2,B.Tech/B.E.,electronics & telecommunications,64.86,0,Maharashtra,2013,300,470,575,0.229481755,-1,266,-1,-1,-1,393,-1,0.0464,-0.2793,-0.4891,0.7673,-0.0506,335000
m,22/09/1992,88,cbse,2009,83,cbse,2,B.Tech/B.E.,electronics and communication engineering,72,0,Uttar Pradesh,2013,625,555,590,0.0587928,345,200,-1,-1,-1,-1,-1,0.5591,0.8784,1.0859,-0.8682,0.2889,240000
f,14/10/1989,91.8,0,2008,87.66,0,2,B.Tech/B.E.,electronics and communication engineering,79.8,0,Karnataka,2011,625,515,565,0.538386893,-1,333,-1,-1,-1,-1,-1,-0.4173,0.3448,-0.6343,-0.0552,-1.8673,400000
m,01/04/1992,57,state board,2008,69.6,state board,2,B.Tech/B.E.,computer science & engineering,61.06,0,Uttar Pradesh,2013,510,530,510,0.486747008,475,-1,376,-1,-1,-1,-1,0.8463,0.5454,1.0859,-1.7556,0.8637,210000
f,10/06/1988,94.7,cbse,2006,94.7,state board,2,B.Tech/B.E.,electronics and communication engineering,67,1,Tamil Nadu,2010,525,585,535,0.824666401,-1,400,-1,-1,-1,-1,-1,-0.7264,0.9688,-1.0697,0.5323,-0.1295,205000
m,10/05/1988,77.2,mhsbse,2007,72.46,msbte,2,B.Tech/B.E.,industrial & production engineering,62,1,Maharashtra,2011,395,365,305,0.304510914,315,-1,-1,340,-1,-1,-1,0.51,0.1888,1.2525,1.3549,0.0284,200000
m,23/05/1988,78.4,cbse,2005,61.8,cbse,2,B.Tech/B.E.,electronics and communication engineering,62.6,0,Haryana,2010,525,465,645,0.376059587,-1,300,-1,-1,-1,-1,-1,0.6646,0.5008,0.672,0.76733,-0.169,180000
f,06/12/1984,78.5,"hse,orissa",2006,71,"scte and vt ,orissa",2,B.Tech/B.E.,electronics & telecommunications,75,0,Orissa,2010,305,365,525,0.824666401,365,400,-1,-1,-1,-1,-1,-0.881,-1.2153,-0.7794,0.8848,0.0284,610000
m,08/01/1992,91.6,state board,2009,86.6,state board,2,B.Tech/B.E.,computer science & engineering,85.6,0,Union Territory,2013,500,570,545,0.884122512,535,-1,-1,-1,-1,-1,-1,1.2772,0.3789,-2.6028,-0.8682,0.0973,200000
f,30/01/1992,84.8,cbse,2008,78,cbse,2,B.Tech/B.E.,computer engineering,78,0,Haryana,2012,585,595,675,0.884122512,535,-1,-1,-1,-1,-1,-1,-1.0355,0.5008,-0.3803,1.8249,-0.2875,400000
m,20/02/1989,86.8,cbse,2005,62,cbse,2,B.Tech/B.E.,computer engineering,71.9,0,Rajasthan,2010,765,605,555,0.735795709,475,-1,-1,-1,-1,-1,-1,-1.9629,0.3448,0.3817,-0.0552,1.1343,620000
m,25/07/1992,84,cbse,2011,77,cbse,2,B.Tech/B.E.,computer science & engineering,73.08,0,Punjab,2015,605,425,320,0.450876584,395,-1,-1,-1,-1,-1,-1,-1.1644,-1.1196,-0.1437,0.5262,-1.6273,405000
m,28/06/1993,88,state board,2010,90,state board,2,B.Tech/B.E.,computer science & engineering,76,1,Telangana,2014,625,555,630,0.356536488,475,-1,346,-1,-1,-1,-1,0.4155,0.8027,0.1357,-0.995,-0.6692,335000
m,07/08/1990,74,state board,2009,81,state board,2,B.Tech/B.E.,computer science & engineering,71.64,0,Chhattisgarh,2013,360,460,270,0.978799293,415,-1,561,-1,-1,-1,-1,1.1336,0.5454,2.008,-1.2486,-0.0943,95000
f,06/12/1991,74,cbse,2009,62,cbse,2,B.Tech/B.E.,electronics and communication engineering,71,1,Telangana,2013,465,450,295,0.538386893,375,333,253,-1,-1,-1,-1,-0.5899,-1.8855,-0.2974,1.1601,0.167,205000
m,26/09/1990,54,cbse,2007,53,cbse,2,B.Tech/B.E.,information technology,73,0,Uttar Pradesh,2011,475,495,575,0.563267824,425,-1,-1,-1,-1,-1,-1,-1.9629,-0.2793,-0.6343,-0.2902,0.1864,275000
m,09/05/1990,75.36,kseeb,2007,60.16,pu board,2,B.Tech/B.E.,electronics and communication engineering,57.81,0,Karnataka,2011,375,445,335,0.376059587,-1,300,-1,-1,-1,313,-1,-0.881,0.0328,0.8171,-0.9953,0.0284,280000
m,02/06/1993,79,cbse,2010,79.4,cbse,2,B.Tech/B.E.,mechanical engineering,68.58,0,Punjab,2014,510,560,720,0.45901584,355,-1,-1,376,-1,-1,-1,0.2718,-0.2871,-0.6048,1.1601,-1.6273,115000
m,09/06/1992,85,state board,2009,88.3,state board,2,B.Tech/B.E.,electronics and communication engineering,75.52,1,Telangana,2013,545,655,445,0.338786347,385,292,-1,-1,-1,-1,-1,-0.0154,-0.6201,-0.4511,-0.2344,-1.244,335000
m,03/10/1988,84.16,0,2006,80.4,0,2,B.Tech/B.E.,electronics & telecommunications,63.6,1,Karnataka,2010,535,475,415,0.0587928,365,200,-1,-1,-1,-1,-1,-1.4992,-0.1232,0.0914,2.2949,-1.2354,630000
f,01/09/1993,71.3,state board,2010,79.2,state board,2,B.Tech/B.E.,computer science & engineering,80.05,0,Uttar Pradesh,2014,465,475,650,0.23780284,475,-1,315,-1,-1,-1,-1,-1.4517,-0.6201,1.0859,1.6672,-0.2859,305000
m,01/04/1992,85.38,state board,2009,83.34,state board,2,B.Tech/B.E.,computer science & engineering,58.8,1,Maharashtra,2013,605,510,605,0.978799293,495,-1,561,-1,-1,-1,-1,0.4155,1.0449,1.2396,-1.6289,0.4805,490000
m,24/07/1992,82,state board,2009,79.23,state board,2,B.Tech/B.E.,electronics and communication engineering,70,0,Rajasthan,2013,605,565,645,-1,545,-1,-1,-1,-1,-1,-1,0.7027,1.2114,0.9322,-1.1218,0.2889,240000
m,07/06/1991,74,state board,2010,50,state board,2,B.Tech/B.E.,mechatronics,65,1,Karnataka,2014,440,375,470,0.45901584,-1,-1,-1,376,-1,-1,-1,-0.4463,0.2124,0.3174,0.3995,-0.4776,215000
m,24/12/1992,77.8,state board,2010,85.4,state board,1,B.Tech/B.E.,computer science & engineering,63,0,Tamil Nadu,2014,720,570,515,0.744758354,495,-1,438,-1,-1,-1,-1,0.2718,0.0459,0.1637,1.4136,-2.2021,370000
f,15/12/1991,72.45,state board,2009,73.63,state board,2,B.Tech/B.E.,electronics and communication engineering,66.45,1,Tamil Nadu,2013,615,460,310,-1,455,-1,-1,-1,-1,-1,-1,-0.8772,0.2124,0.1637,0.1459,-0.4776,300000
