Gender_f,Gender_m,10board_0,10board_board of secondary education,10board_cbse,10board_icse,10board_matriculation,10board_other,10board_rbse,10board_ssc,10board_state board,10board_up,10board_up board,10board_wbbse,12board_0,12board_board of intermediate,12board_board of intermediate education,12board_cbse,12board_chse,12board_icse,12board_isc,12board_mp board,12board_other,12board_rbse,12board_state board,12board_up,12board_up board,Degree_B.Tech/B.E.,Degree_MCA,Degree_other,Specialization_computer application,Specialization_computer engineering,Specialization_computer science & engineering,Specialization_electrical engineering,Specialization_electronics & instrumentation eng,Specialization_electronics & telecommunications,Specialization_electronics and communication engineering,Specialization_electronics and electrical engineering,Specialization_information technology,Specialization_mechanical engineering,Specialization_other,CollegeState_Andhra Pradesh,CollegeState_Delhi,CollegeState_Haryana,CollegeState_Karnataka,CollegeState_Madhya Pradesh,CollegeState_Maharashtra,CollegeState_Orissa,CollegeState_Punjab,CollegeState_Rajasthan,CollegeState_Tamil Nadu,CollegeState_Telangana,CollegeState_Uttar Pradesh,CollegeState_Uttarakhand,CollegeState_West Bengal,CollegeState_other,Age,10percentage,12graduation,12percentage,CollegeTier,collegeGPA,CollegeCityTier,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,71,2006,60,2,88.9,0,2014,520,510,780,0.486747008,535,335.982659,376,402.026738,423.3360656,349.879562,338.8076923,1.2772,0.0459,1.2396,-0.6147,-0.2859,820000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,78,2010,73,2,75.9,0,2014,490,445,320,0.744758354,395,335.982659,438,402.026738,423.3360656,349.879562,338.8076923,-0.4463,1.0449,-0.4511,-0.1076,0.0973,300000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,77,2007,70,2,69.34,0,2011,505,445,445,0.694479328,365,366,406.5014286,402.026738,423.3360656,366,338.8076923,0.9737,-0.9033,0.0914,-1.8179,-1.2354,85000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,62,2010,60,2,71.65,0,2014,265,285,320,0.165633092,305,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.0154,-0.1206,-0.4511,-0.8682,0.0973,125000
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,86,2008,96.5,2,71.46,0,2012,565,615,745,0.824666401,535,400,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.6538,-1.0203,-0.4891,1.23733,-1.2354,430000
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,55.52,2005,60.05,2,61.95,1,2009,495,455,385,0.538386893,355,333,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.8192,0.6568,0.2366,0.0623,0.3444,500000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,88.6,2009,91,2,89,0,2013,665,610,645,0.649389715,505,356,406.5014286,402.026738,423.3360656,349.879562,338.8076923,1.5644,1.5444,1.0859,-0.7415,1.0554,325000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,45.33,2006,47.6,2,58.25,0,2013,405,545,220,0.242499915,334,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.7389,-0.2871,-0.7026,0.5262,-1.1291,145000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,84.33,2009,93.8,2,73.7,0,2013,405,475,855,0.992259189,665,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.1282,-0.6201,-0.2974,-1.7556,-0.6692,410000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,85,2008,69,2,75,0,2013,605,440,445,0.3423149,365,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.99,-0.1206,-0.1437,0.0192,-0.2859,300000
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,76.4,2009,66.2,2,68.6,0,2013,425,335,555,0.229481755,449.5536627,266,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.4992,-1.3713,-1.5051,-0.0552,-2.0648,165000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,88,2010,90,2,63.29,1,2014,580,470,555,0.783303537,449.5536627,388,284,402.026738,423.3360656,349.879562,338.8076923,0.2718,0.0459,0.6248,-1.8824,1.0554,330000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,78,2009,80.9,2,65,1,2013,465,485,330,0.868736585,215,335.982659,406.5014286,402.026738,423.3360656,420,338.8076923,0.4155,0.0459,-0.6048,-0.6147,0.4805,180000
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,83.66,2008,93.9,2,73.31,1,2012,485,640,735,0.930370607,565,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,1.2056,0.9688,-0.4891,-0.6134,0.0284,360000
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,88.6,2006,83.7,2,74.9,0,2010,565,455,565,0.765673581,485,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.0464,0.8128,0.0914,0.1798,0.0284,600000
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,65.23,2008,65.33,2,68.5,0,2012,404,445,445,0.276047228,345,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-3.0448,-1.2153,-1.5051,-0.2902,-0.406,285000
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,83,2006,69.9,2,76,0,2012,325,415,255,0.450876584,395,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.1855,-0.5913,0.5269,0.62043,-0.6035,375000
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,64.83,2003,56.6,2,63.24,0,2009,454,455,615,0.538386893,235,333,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.2009,0.5008,0.8171,0.4148,0.3444,195000
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,84.5,2010,93.8,2,82,0,2014,560,545,620,0.943272158,435,452,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.8463,1.5444,0.6248,-2.0092,0.4805,340000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,91.2,2010,90,2,78,0,2014,720,655,680,0.654107475,445,335.982659,406.5014286,420,423.3360656,349.879562,338.8076923,-1.4517,0.0459,-1.6807,0.9066,0.0973,600000
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,82,2006,74,2,74,1,2011,545,670,530,0.600057182,435,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.7335,0.0459,0.01,-0.3612,-2.0105,545000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,72,2011,62.8,2,60.4,0,2015,490,455,495,0.88162007,435,420,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.7027,-1.1196,0.3174,1.1601,-1.8189,245000
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,80,2004,57,2,73,1,2011,565,465,475,0.765673581,485,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.51,0.8128,0.2366,0.1798,-0.7615,270000
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,91.3,2008,81,2,80.3,0,2012,595,495,565,0.884122512,535,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,1.2828,1.7878,-0.3803,0.1798,0.3444,410000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,86.4,2010,85.4,2,77,1,2014,640,530,430,0.604241153,449.5536627,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.7335,-1.6191,-1.0659,1.9207,0.0973,325000
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,75.6,2006,69.4,2,64.3,0,2011,555,575,625,0.793580615,495,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,1.4374,1.1248,1.8331,-2.1704,0.6603,320000
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,75,2007,64,2,64,1,2013,625,445,385,0.600057182,435,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-2.272,-0.4353,-0.6343,1.7074,-1.2354,240000
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,82,2006,85,2,77,1,2010,565,465,535,0.635978756,445,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-2.5811,-0.7473,0.9623,1.8249,0.8183,410000
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,85.2,2006,79.4,2,70,0,2010,585,595,575,0.81941653,505,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.5719,-0.1232,-0.1988,-0.4078,-0.7615,390000
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,73,2007,82.56,2,73,0,2010,404,455,385,0.604241153,345,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.2009,-2.6193,0.9623,1.1199,-0.7615,120000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,86,2008,76.6,1,67,0,2013,475,545,570,0.622642916,495,335.982659,407,402.026738,423.3360656,349.879562,338.8076923,-0.5899,-0.6201,-0.4511,-0.3612,0.6721,200000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,85.33,2008,54.83,2,80.9,0,2014,465,630,575,0.843123727,515,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.5899,0.7119,0.4711,-0.6147,1.4386,325000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,92,2011,88.8,1,84,1,2015,640,630,345,0.998876108,595,335.982659,653,402.026738,423.3360656,349.879562,338.8076923,-0.7335,-1.1196,-1.0659,1.6672,0.0973,350000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,86.8,2010,84.75,2,80,0,2014,510,520,590,0.837620726,445,335.982659,406.5014286,402.026738,500,349.879562,338.8076923,0.1282,1.3779,2.008,0.1459,1.6302,505000
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,92.93,2008,91,2,72.55,0,2012,475,615,645,0.824666401,449.5536627,400,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.2009,0.0328,-1.2148,-0.40777,-0.643,585000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,67.25,2010,71.8,2,81,0,2014,465,555,494,0.744758354,495,335.982659,438,402.026738,423.3360656,349.879562,338.8076923,1.1336,-0.1206,-1.0659,-0.1076,0.2889,320000
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,81.33,2006,91.9,2,70.56,1,2010,325,295,575,0.694479328,225,366,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.4173,-0.9033,-0.1988,-0.5253,-0.4455,180000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,78,2009,78,2,71,0,2013,395,485,530,0.023312168,345,166,406.5014286,402.026738,423.3360656,366,338.8076923,1.5644,1.3779,1.2396,0.5262,0.2889,180000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,82.6,2009,63.6,2,71,0,2013,535,525,530,0.735795709,475,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.8192,-0.9033,-1.5776,-1.1128,-0.1295,350000
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,69,2004,69,2,67.8,0,2010,505,455,655,0.985461394,535,500,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-3.1994,-1.2153,-0.9245,-0.5253,-0.1295,310000
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,88.5,2007,95.9,2,81.2,0,2011,475,505,605,0.916869961,555,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.1082,0.1888,0.5269,-0.5253,0.0284,620000
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,90.58,2009,89.58,2,72.03,0,2012,555,585,585,0.694479328,449.5536627,366,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.1623,0.6568,-0.4891,-1.14217,-0.4455,400000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,87.4,2009,86.8,2,82.4,1,2013,615,595,705,0.952245573,585,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.0208,0.0459,0.01,0.2727,0.2889,590000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,68.65,2006,60.4,2,65,0,2011,515,455,385,0.165633092,305,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.4992,0.0328,-0.6343,-0.7603,-1.5513,175000
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,80,2008,91.4,2,80.5,1,2012,415,625,675,0.930370607,565,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.881,-0.2012,-1.0334,1.3549,-0.2875,430000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,80,2011,81,2,82.6,0,2015,370,445,390,0.338786347,445,292,406.5014286,402.026738,423.3360656,228,338.8076923,-0.4463,-0.2871,-0.1437,2.1743,1.4386,300000
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,83.5,2008,63.5,2,74,0,2012,395,505,435,0.538386893,449.5536627,333,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.3447,-1.3713,-1.4688,0.6498,-0.6035,250000
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,80.1,2008,78.34,2,79.23,0,2012,505,575,635,0.960603252,449.5536627,466,406.5014286,402.026738,423.3360656,420,338.8076923,-0.4173,-0.2793,0.672,-0.76027,-0.643,200000
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,77,2005,63,2,63,0,2010,575,415,465,0.735795709,475,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.6538,0.3448,-0.7794,1.9424,1.2923,500000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,69,2008,62.33,1,71.25,1,2013,605,520,530,0.911395278,465,335.982659,500,402.026738,423.3360656,349.879562,338.8076923,-0.7335,0.7119,0.7785,-0.4879,0.6721,145000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,82,2010,74,2,80.7,0,2014,605,445,510,0.744758354,395,335.982659,438,402.026738,423.3360656,349.879562,338.8076923,-0.3027,0.2124,-1.9881,0.7798,-0.6692,240000
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,63.16,2006,60.6,2,66,0,2011,605,545,525,0.206710618,315,335.982659,406.5014286,313,423.3360656,349.879562,338.8076923,-1.6538,-1.5273,-0.9245,0.4148,-1.3934,660000
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,76.8,2009,85.36,2,69,0,2012,454,585,325,0.987207086,645,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.1623,0.3448,-0.344,-0.17277,0.6603,3500000
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,72,2008,75,2,87.5,1,2014,335,285,345,0.604241153,449.5536627,300,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.1082,0.3448,0.0914,1.3549,0.0284,130000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,77,2009,73,2,78,1,2013,475,505,525,0.604241153,449.5536627,335.982659,376,402.026738,423.3360656,349.879562,338.8076923,-0.159,0.7119,-0.2974,-0.8682,0.0973,120000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,83,2007,80,2,69.58,0,2013,325,470,570,0.843123727,515,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.1282,1.2114,0.01,-0.2344,0.2889,120000
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,70,2008,75,2,70,0,2012,355,425,435,0.068445751,449.5536627,335.982659,406.5014286,254,423.3360656,349.879562,338.8076923,0.51,-0.1232,-0.9245,0.4148,0.4234,400000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,84,2010,88.75,2,72,1,2014,665,545,525,0.911395278,505,335.982659,500,402.026738,423.3360656,349.879562,338.8076923,-1.308,0.0459,-1.3733,-0.1076,0.0973,325000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,85.8,2010,74.8,2,64.8,0,2014,685,530,620,0.604241153,515,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,1.1336,1.0449,0.7785,-0.6147,-0.8608,325000
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,65,2007,52,2,75,1,2013,300,270,285,0.190153406,315,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.6538,-1.8393,-1.5051,0.2973,-2.1833,180000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,78.2,2007,81.8,2,70,0,2011,425,525,515,0.735795709,475,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,1.1283,-0.1232,0.2366,-1.3478,0.8183,720000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,75.4,2009,65.2,2,76,0,2014,590,555,560,0.991230625,485,335.982659,592,402.026738,423.3360656,349.879562,338.8076923,-1.308,-0.6201,0.1637,0.3995,-1.0524,450000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,82.4,2011,66.2,2,64.11,1,2014,440,470,500,0.622642916,435,335.982659,407,402.026738,423.3360656,349.879562,338.8076923,-0.3027,-0.2871,0.1637,0.1459,-0.6692,150000
